vöktum,vœxtʏm
innkaupastjórnun,ɪŋkʰœjpastjourtnʏn
innkaupastofnunar,ɪŋkaupastɔpnʏnar
innkaupum,ɪŋkaupʏm
innkeyrslu,ɪɲcʰɛjr̥stlʏ
innkeyrsluna,ɪŋceir̥stlʏna
innkeyrslunni,ɪŋceir̥stlʏnɪ
innkirtlasérfræðingurinn,ɪɲcɪr̥htlasjɛr̥frajðiŋkʏrɪn
innkomu,ɪŋkʰɔmʏ
innlausn,ɪnlœjstn̥
innlausnar,ɪnlœjstnar
innlánsstofnana,ɪnlaunstɔpnana
innlegg,ɪnlɛk
innleiða,ɪnleiða
innleiðingu,ɪnleiðiŋkʏ
innleitt,ɪnleiht
innlend,ɪnlɛnt
innlenda,ɪnlɛnta
innlendar,ɪnlɛntar
innlendir,ɪnlɛntɪr
innlendra,ɪnlɛntra
innlendrar,ɪnlɛntrar
innlendri,ɪnlɛntrɪ
innlends,ɪnlɛnts
innlendu,ɪnlɛntʏ
innlendum,ɪnlɛntʏm
innlent,ɪnlɛn̥t
innlifun,ɪnlɪvʏn
innlifuninni,ɪnlɪvʏnɪnɪ
innlimað,ɪnlɪmað
innlit,ɪnlɪt
innlyksa,ɪnlɪksa
innlögn,ɪnlœkn̥
innmat,ɪnmat
innprenta,ɪmpʰrɛn̥ta
innra,ɪnra
innrammaða,ɪnramaða
innraneti,ɪnranɛ:tɪ
innrás,ɪnraus
innrásina,ɪnrausɪna
innreið,ɪnreið
innrétta,ɪnrjɛhta
innréttað,ɪnrjɛhtað
innrétting,ɪnrjɛhtiŋk
innréttinga,ɪnrjɛhtiŋka
innréttingar,ɪnrjɛhtiŋkar
innréttingu,ɪnrjɛhtiŋkʏ
innréttingum,ɪnrjɛhtiŋkʏm
innri,ɪnrɪ
innrita,ɪnrɪta
innritaðist,ɪnrɪtaðɪst
innritun,ɪnrɪtʏn
innræti,ɪnraitɪ
innrætið,ɪnraitɪð
innrömmuð,ɪnrœmʏð
innsendar,ɪnsɛntar
innsetningar,ɪnsɛhtniŋkar
innsetningu,ɪnsɛhtniŋkʏ
innsigla,ɪnsɪkla
innsiglað,ɪnsɪklað
innsiglaði,ɪnsɪklaðɪ
innsigli,ɪnsɪklɪ
innsiglið,ɪnsɪklɪð
innskot,ɪnskɔt
innskráningar,ɪnskrauniŋkar
innsoginu,ɪnsɔijɪnʏ
innspýting,ɪnspitiŋk
innspýtingarinnar,ɪnspitiŋkarɪnar
innspýtingu,ɪnspitiŋkʏ
innst,ɪnst
innsta,ɪnsta
innstreymisvatn,ɪnstrɛjmɪsvahtn̥
innstu,ɪnstʏ
innsýn,ɪnsiŋ
innsæi,ɪnsaijɪ
innt,ɪn̥t
inntak,ɪntak
inntaki,ɪntacɪ
inntakið,ɪntacɪð
innti,ɪn̥tɪ
inntur,ɪn̥tʏr
inntöku,ɪntœkʏ
inntökupróf,ɪntœkʏpʰrou:v
innum,ɪnʏm
innveginni,ɪnvɛjɪnɪ
innviði,ɪnvɪðɪ
innviðum,ɪnvɪðʏm
innvirðulega,ɪnvɪrðʏlɛɣa
innvortis,ɪnvɔr̥tɪs
innyfli,ɪnɪplɪ
intel,ɪn̥tɛl
inter,ɪn̥tɛr
internet,ɪn̥tɛrnɛ:t
interneti,ɪn̥tɛrnɛ:tɪ
internetið,ɪn̥tɛrnɛ:tɪð
internetinu,ɪn̥tɛrnɛ:tɪnʏ
internetrisinn,ɪn̥tɛrnɛtrɪ:sɪn
Interpol,ɪn̥tɛrpou:l
inu,ɪ:nʏ
inúíta,ɪ:nuita
IOGT,ɪ: ɔ: kjɛ: tjɛ:
Irju,ɪrjʏ
Irma,ɪrma
is,ɪ:s
isholf,i:shoulv
islandi,istlantɪ
islandia,istlantija
islandinu,istlantɪnʏ
ismennt,ismɛn̥t
iso,ɪ: ɛs ɔ:
Istanbul,ɪstanpu:l
ÍA,i: a:
íbsen,ipsɛn
íbúa,i:pua
íbúafjölda,i:puafjœlta
íbúana,i:puana
íbúanna,i:puana
íbúar,i:puar
íbúarnir,i:puatnɪr
íbúð,i:puð
íbúða,i:puða
íbúðabyggð,i:puðapɪɣð
íbúðahverfi,i:puðakvɛrvɪ
Íbúðalánasjóð,i:puðalaunasjou:ð
Íbúðalánasjóði,i:puðalaunasjou:ðɪ
Íbúðalánasjóðs,i:puðalaunasjou:ðs
Íbúðalánasjóður,i:puðalaunasjou:ðʏr
íbúðalánum,i:puðalau:nʏm
íbúðanna,i:puðana
íbúðar,i:puðar
íbúðarherbergi,i:puðarhɛrpɛcɪ
íbúðarhús,i:puðarhu:s
íbúðarhúsi,i:puðarhu:sɪ
íbúðarhúsið,i:puðarhu:sɪð
íbúðarhúsinu,i:puðarhu:sɪnʏ
íbúðarhúsnæði,i:puðarhu:stnaiðɪ
íbúðarhúsnæðis,i:puðarhu:stnaiðɪs
íbúðarhúsum,i:puðarhu:sʏm
íbúðarhverfi,i:puðarkvɛrvɪ
íbúðarinnar,i:puðarɪnar
íbúðarverði,i:puðarvɛrðɪ
íbúðin,i:puðɪn
íbúðina,i:puðɪna
íbúðinni,i:puðɪnɪ
íbúðir,i:puðɪr
íbúðirnar,i:puðɪtnar
íbúðum,i:puðʏm
íbúðunum,i:puðɔnʏm
íbúi,i:puɪ
íbúum,i:puʏm
íbúunum,i:puɔnʏm
ÍBV,i: pjɛ: vaf
íbyggin,i:pɪcɪn
íbygginn,i:pɪcɪn
Ídu,i:tʏ
íðorðasafnið,i:ðɔrðasapnɪð
íðorðasafninu,i:ðɔrðasapnɪnʏ
ígerð,i:cɛrð
ígildi,i:cɪltɪ
Ígor,i:kɔr
ígrunda,i:krʏnta
ígulker,i:ɣʏlcʰɛ:r
Íhaldsflokknum,i:haltsflɔhknʏm
Íhaldsflokksins,i:haltsflɔhksɪns
Íhaldsflokkurinn,i:haltsflɔhkʏrɪn
íhaldsins,i:haltsɪns
íhaldsmanna,i:haltsmana
íhaldsmenn,i:haltsmɛn
íhaldsseggir,i:haltsɛcɪr
íhaldssemi,i:haltsɛ:mɪ
íhlutun,i:l̥ʏtʏn
íhlutunar,i:l̥ʏtʏnar
íhlutunarferlinu,i:l̥ʏtʏnarfɛrtlɪnʏ
íhuga,i:hʏɣa
íhugað,i:hʏɣað
íhugaði,i:hʏɣaðɪ
íhugandi,i:hʏɣantɪ
íhugar,i:hʏɣar
íhugul,i:hʏɣʏl
íhugull,i:hʏɣʏtl̥
íhugun,i:hʏɣʏn
íhugunar,i:hʏɣʏnar
íhvolfu,i:kʰvɔlvʏ
íkea,i:kʰɛa
íklædd,i:klait
íklæddir,i:klaitɪr
íklæddur,i:klaitʏr
íkorna,i:kɔrtna
íkornann,i:kɔrtnan
íkornanum,i:kɔrtnanʏm
íkornarnir,i:kɔrtnatnɪr
íkorni,i:kɔrtnɪ
íkorninn,i:kɔrtnɪn
íkveikju,i:kʰvɛjcʏ
ílát,i:laut
ímugust,i:mʏkʏst
ímynd,i:mɪnt
ímynda,i:mɪnta
ímyndað,i:mɪntað
ímyndaða,i:mɪntaða
ímyndaði,i:mɪntaðɪ
ímyndaðu,i:mɪntaðʏ
ímyndar,i:mɪntar
ímyndir,i:mɪntɪr
ímynduðu,i:mɪntʏðʏ
ímynduðum,i:mɪntʏðʏm
ímyndunarafl,i:mɪntʏnarapl̥
ímyndunarafli,i:mɪntʏnaraplɪ
ímyndunaraflið,i:mɪntʏnaraplɪð
ímyndunaraflinu,i:mɪntʏnaraplɪnʏ
ÍR,i: ɛr
Íra,i:ra
Írafár,i:rafau:r
Írak,i:rak
Íraka,i:raka
Írakar,i:rakar
Íraks,i:raks
Íran,i:ran
Írana,i:rana
Íranar,i:ranar
Írans,i:rans
Írar,i:rar
Írena,i:rɛna
Írenu,i:rɛnʏ
Íris,i:rɪs
Írisi,i:rɪsɪ
Írland,irlant
Írlandi,irlantɪ
Írlands,irlans
írlandshafi,irlantsha:vɪ
írsk,ir̥sk
írska,ir̥ska
írski,ir̥scɪ
írskt,ir̥st
írsku,ir̥skʏ
írskum,ir̥skʏm
írskuna,ir̥skʏna
írskur,ir̥skʏr
Írum,i:rʏm
írönu,i:rœnʏ
ísa,i:sa
ísabella,i:sapɛla
Ísafirði,i:safɪrðɪ
Ísafjarðar,i:safjarðar
Ísafjarðarbæ,i:safjarðarpai:
Ísafjarðarbæjar,i:safjarðarpaijar
ísafjarðarbær,i:safjarðar̥pa:jr
Ísafjarðardjúp,i:safjarðartju:p
Ísafjarðardjúpi,i:safjarðartju:pɪ
Ísafjarðarkirkju,i:safjarðarcʰɪr̥cʏ
ísafjarðarprófastsdæma,i:safjarðar̥pʰrɔ:ufastajma
ísafjarðarsýslu,i:safjarðar̥sistlʏ
Ísafjörð,i:safjœrð
Ísafjörður,i:safjœrðʏr
Ísafold,i:safɔlt
Ísak,i:sak
Ísaks,i:saks
ÍSAL,i:sal
ísaldar,i:saltar
ísaldarjöklana,i:saltarjœhklana
Ísberg,i:spɛrk
ísbjörn,i:spjœrtn̥
ísefni,i:sɛpnɪ
íseygt,i:sɛjxt
Ísfélagið,i:sfjɛlaijɪð
Ísfélaginu,i:sfjɛlaijɪnʏ
Ísfélags,i:sfjɛlaxs
Ísfélagsins,i:sfjɛlaxsɪns
Ísfirðinga,i:sfɪrðiŋka
Ísfirðingar,i:sfɪrðiŋkar
ísfisktogara,i:sfɪsktʰɔ:ɣara
ísfisktogaranum,i:sfɪsktʰɔ:ɣaranʏm
ísheimar,i:shɛjmar
íshjúpnum,i:sçuhpnʏm
íshokkí,i:shɔhci
ísi,i:sɪ
ísinn,i:sɪn
Ísisar,i:sɪsar
ÍSÍ,i: ɛs i:
ísjakarnir,i:sjakatnɪr
ískalda,i:skalta
ískaldan,i:skaltan
ískaldar,i:skaltar
ískaldri,i:skaltrɪ
ískaldur,i:skaltʏr
ískalt,i:skal̥t
ískeila,i:sceila
ískeldu,i:skɛltʏ
ískjóa,i:scoua
ísklifri,i:skʰlɪvrɪ
ískorist,i:skɔrɪst
ískrandi,iskrantɪ
ískú,i:sku
ískúlur,i:skulʏr
ískyggilega,i:scɪcɪlɛɣa
ísköld,i:skœlt
ísköldu,i:skœltʏ
ísl,istl̥
íslam,istlam
íslams,istlams
íslamska,istlamska
íslamskra,istlamskra
íslamstrú,i:slamstru:
Ísland,istlant
Íslandi,istlantɪ
íslandinu,istlantɪnʏ
Íslands,istlants
Íslandsbanka,istlantspan̥ka
Íslandsbanki,istlantspaɲ̊cɪ
íslandsbyggðar,istlantspɪɣðar
Íslandsdeild,istlantsteilt
Íslandsdeildar,istlantsteiltar
íslandsfengs,istlantsfɛjŋs
Íslandsflug,istlantsflʏ:ɣ
Íslandsflugs,istlantsflʏxs
Íslandsklukkan,istlantsklʏhkan
Íslandsklukkunni,istlantsklʏhkʏnɪ
íslandslýsingu,istlantstli:siŋkʏ
Íslandsmeistara,istlantsmeistara
íslandsmeistarakeppni,istlantsmɛjstaracʰɛhpnɪ
íslandsmeistaramótsins,istlantsmɛjstaramɔ:utsɪns
íslandsmeistarans,istlantsmɛjstarans
Íslandsmeistarar,istlantsmeistarar
Íslandsmeistaratitilinn,istlantsmeistaratɪ:tɪlɪn
Íslandsmeistari,istlantsmeistarɪ
Íslandsmet,istlantsmɛ:t
Íslandsmetið,istlantsmɛ:tɪð
Íslandsmiðum,istlantsmɪ:ðʏm
Íslandsmót,istlantsmou:t
Íslandsmóti,istlantsmou:tɪ
Íslandsmótið,istlantsmou:tɪð
Íslandsmótinu,istlantsmou:tɪnʏ
Íslandsmóts,istlantsmouts
Íslandsmótsins,istlantsmoutsɪns
íslandspóst,istlantspʰoust
Íslandspósti,istlantspoustɪ
Íslandspósts,istlantspousts
Íslandspóstur,istlantspoustʏr
íslandssaga,istlantsa:ɣa
íslandssíld,istlant-ilt
Íslandssíma,istlantsi:ma
Íslandssími,istlantsi:mɪ
íslandsskeið,istlantcɛ:jð
Íslandsstrendur,istlantstrɛntʏr
Íslandssögunnar,istlantsœ:ɣʏnar
Íslandssögunni,istlantsœ:ɣʏnɪ
íslandsvinurinn,istlantsvɪ:nʏrɪn
íslandus,istlantʏs
Ísleifs,i:stleivs
Ísleifsson,i:stleifsɔ:n
Ísleifur,i:stleivʏr
Íslending,istlɛntiŋk
Íslendinga,istlɛntiŋka
Íslendinganna,istlɛntiŋkana
Íslendingar,istlɛntiŋkar
Íslendingarnir,istlɛntiŋkatnɪr
Íslendingasagna,istlɛntiŋkasakna
Íslendingasögunum,istlɛntiŋkasœ:ɣɔnʏm
Íslendingasögur,istlɛntiŋkasœ:ɣʏr
Íslendingasögurnar,istlɛntiŋkasœ:ɣʏtnar
Íslendingi,istlɛntiɲcɪ
Íslendings,istlɛntiŋs
Íslendingum,istlɛntiŋkʏm
Íslendingunum,istlɛntiŋkɔnʏm
Íslendingur,istlɛntiŋkʏr
Íslendingurinn,istlɛntiŋkʏrɪn
íslensk,istlɛnsk
íslenska,istlɛnska
íslenskan,istlɛnskan
íslenskar,istlɛnskar
íslenski,istlɛnscɪ
íslenskir,istlɛnscɪr
íslenskra,istlɛnskra
íslenskrar,istlɛnskrar
íslenskri,istlɛnskrɪ
íslensks,istlɛnsks
íslenskt,istlɛnst
íslensku,istlɛnskʏ
íslenskufræðingur,istlɛnskʏfrai:ðiŋkʏr
íslenskukennari,istlɛnskʏcʰɛnarɪ
íslenskukennslu,istlɛnskʏcɛnstlʏ
íslenskum,istlɛnskʏm
íslenskuna,istlɛnskʏna
íslenskunnar,istlɛnskʏnar
íslenskunni,istlɛnskʏnɪ
íslenskur,istlɛnskʏr
íslömsku,istlœmskʏ
Ísmael,ismaɛl
ísmeygileg,i:smeijɪlɛɣ
ísmeygilega,i:smeijɪlɛɣa
ísmola,i:smɔla
ísmolum,i:smɔlʏm
ísnum,istnʏm
Ísólfsson,i:soulvsɔ:n
Ísólfssonar,i:soulvsɔ:nar
Ísólfur,i:soulvʏr
Ísrael,i:sraɛl
Ísraela,i:sraɛla
Ísraelar,i:sraɛlar
Ísraels,i:sraɛls
Ísraelsher,i:sraɛlshɛ:r
Ísraelshers,i:sraɛlshɛr̥s
ísraelsk,i:sraɛlsk
ísraelska,i:sraɛlska
ísraelskir,i:sraɛlscɪr
ísraelskra,i:sraɛlskra
ísraelsku,i:sraɛlskʏ
ísraelskum,i:sraɛlskʏm
Ísraelsmanna,i:sraɛlsmana
Ísraelsmenn,i:sraɛlsmɛn
Ísraelsríkis,i:sraɛlsri:cɪs
Ísraelsstjórn,i:sraɛlstjourtn̥
Ísraelsstjórnar,i:sraɛlstjourtnar
Ísraelum,i:sraɛlʏm
ísskáp,i:skaup
ísskápinn,i:skaupɪn
ísskápnum,i:skauhpnʏm
ísskápur,i:skaupʏr
ísskápurinn,i:skaupʏrɪn
Ístak,i:stak
Ístaki,i:stacɪ
Ístaks,i:staks
ístruna,istrʏna
ístölt,i:stʰœl̥t
ísvefur,i:svɛvʏr
ísvélum,i:svjɛlʏm
ísöld,i:sœlt
Ítala,i:tala
Ítali,i:talɪ
Ítalinn,i:talɪn
Ítalir,i:talɪr
Ítalía,i:talija
Ítalíu,i:talijʏ
ítalska,i:talska
ítalskar,i:talskar
ítalski,i:talscɪ
ítalskir,i:talscɪr
ítalskra,i:talskra
ítalskri,i:talskrɪ
ítalskt,i:talst
ítalskur,i:talskʏr
ítarefni,i:tʰarɛpnɪ
ítarleg,i:tarlɛɣ
ítarlega,i:tarlɛɣa
ítarlegar,i:tarlɛɣar
ítarlegri,i:tarlɛɣrɪ
ítarlegum,i:tarlɛɣʏm
ÍTR,i: tjɛ: ɛr
ítrasta,i:trasta
ítreka,i:trɛka
ítrekað,i:trɛkað
ítrekaðar,i:trɛkaðar
ítrekaði,i:trɛkaðɪ
ítrekar,i:trɛkar
ítrekuð,i:trɛkʏð
ítrekun,i:trɛkʏn
ítök,i:tœk
ítölsk,i:tœlsk
ítölsku,i:tœlskʏ
ítölskum,i:tœlskʏm
Ítölum,i:tœlʏm
ívafi,i:vavɪ
Ívan,i:van
Ívanov,i:vanɔv
Ívans,i:vans
Ívar,i:var
Ívari,i:varɪ
Ívars,i:var̥s
ívarsdóttir,i:var̥stouhtɪr
Ívarsson,i:var̥sɔ:n
ívið,i:vɪð
íþrótt,i:θrouht
íþrótta,i:θrouhta
íþróttabandalag,i:θrouhtapantalaɣ
íþróttadeild,i:θrouhtateilt
íþróttafatnað,i:θrouhtafahtnað
íþróttafélag,i:θrouhtafjɛ:laɣ
íþróttafélaga,i:θrouhtafjɛ:laɣa
íþróttafélaganna,i:θrouhtafjɛ:laɣana
íþróttafélög,i:θrouhtafjɛ:lœɣ
íþróttafólk,i:θrouhtafoul̥k
íþróttagalla,i:θrouhtakala
íþróttagallar,i:θrouhtakalar
íþróttagólf,i:θrouhtakoulv
íþróttagrein,i:θrouhtakrei:n
íþróttagreinum,i:θrouhtakrei:nʏm
íþróttaheiminum,i:θrouhtahei:mɪnʏm
íþróttahreyfingarinnar,i:θrouhtar̥ei:viŋkarɪnar
íþróttahús,i:θrouhtahu:s
íþróttahúsi,i:θrouhtahu:sɪ
íþróttahúsið,i:θrouhtahu:sɪð
íþróttahúsinu,i:θrouhtahu:sɪnʏ
íþróttahúss,i:θrouhtahus
íþróttahússins,i:θrouhtahusɪns
íþróttahöllinni,i:θrouhtahœtlɪnɪ
íþróttahöllum,i:θrouhtahœtlʏm
íþróttaiðkun,i:θrouhtaɪθkʏn
íþróttakennara,i:θrouhtacɛnara
Íþróttakennaraskólanum,i:θrouhtacɛnaraskou:lanʏm
íþróttakennaraskóli,i:θrouhtacʰɛnaraskɔ:ulɪ
íþróttakennari,i:θrouhtacɛnarɪ
íþróttakeppni,i:θrouhtacʰɛhpnɪ
íþróttaljósmyndun,i:θrouhtaljɔ:usmʏntʏn
íþróttamaður,i:θrouhtama:ðʏr
íþróttamanna,i:θrouhtamana
íþróttamannanefnd,i:θrouhtamananɛmt
íþróttamannvirkja,i:θrouhtamanvɪr̥ca
íþróttamenn,i:θrouhtamɛn
íþróttamönnum,i:θrouhtamœnʏm
íþróttarinnar,i:θrouhtarɪnar
íþróttasal,i:θrouhtasa:l
íþróttasamband,i:θrouhtasampant
íþróttaskó,i:θrouhtaskɔ:u
íþróttaspjall,i:θrouhtaspjatl̥
íþróttastarfið,i:θrouhtastarvɪð
íþróttastjórnun,i:θrouhtastjourtnʏn
íþróttasvæði,i:θrouhtasvai:ðɪ
íþróttatengt,i:θrouhtatʰɛjŋ̥t
íþróttavellinum,i:θrouhtavɛtlɪnʏm
íþróttaviðburði,i:θrouhtavɪðpʏrðɪ
íþróttaviku,i:θrouhtavɪ:kʏ
íþróttavöllum,i:θrouhtavœtlʏm
íþróttin,i:θrouhtɪn
íþróttina,i:θrouhtɪna
íþróttinni,i:θrouhtɪnɪ
íþróttir,i:θrouhtɪr
íþróttum,i:θrouhtʏm
íþyngdi,i:θiŋtɪ
íþyngja,i:θiɲca
íþyngjandi,i:θiɲcantɪ
íþyngt,i:θiŋ̥t
Íþöku,i:θœkʏ
J,jɔ:ð
ja,ja:
jaðar,ja:ðar
jaðarhópum,ja:ðarhɔ:upʏm
Jaðarsbakkalaug,ja:ðar̥spahkalœi:ɣ
jaðarstökin,ja:ðarstœ:cɪn
jaðarvelli,ja:ðarvɛtlɪ
jaðraði,jaðraðɪ
jaðrar,jaðrar
jaðri,jaðrɪ
Jafet,ja:fɛt
jafn,japn̥
jafna,japna
jafnað,japnað
jafnaðar,japnaðar
jafnaðargeði,japnaðarcɛ:ðɪ
jafnaðarmanna,japnaðarmana
jafnaðarmenn,japnaðarmɛn
jafnaði,japnaðɪ
jafnaðist,japnaðɪst
jafnaldra,japnaltra
jafnaldrar,japnaltrar
jafnaldri,japnaltrɪ
jafnan,japnan
jafnar,japnar
jafnara,japnara
jafnari,japnarɪ
Jafnasel,japnasɛ:l
jafnast,japnast
jafnbila,japn̥pɪla
jafndýrt,japtir̥t
jafnframt,japfram̥t
jafnfætis,japfaitɪs
jafngaman,japka:man
jafngilda,japcɪlta
jafngildi,japcɪltɪ
jafngildir,japcɪltɪr
jafngilti,japcɪl̥tɪ
jafngott,japkɔht
jafngömul,japkœ:mʏl
jafnharðan,japn̥harðan
jafnhátt,japn̥hauht
jafnhliða,japl̥ɪ:ða
jafnhlýtt,japn̥l̥iht
jafnhraða,japn̥r̥aða
jafningja,japniɲca
jafnir,japnɪr
jafnkátur,japn̥kʰautʏr
jafnmarga,japmarka
jafnmargar,japmarkar
jafnmargir,japmarcɪr
jafnmikið,japmɪ:cɪð
jafnmikil,japmɪ:cɪl
jafnmikill,japmɪ:cɪtl̥
jafnmikla,japmɪhkla
jafnmiklum,japmɪhklʏm
jafnmörg,japmœrk
jafnmörgum,japmœrkʏm
jafnoki,japnɔcɪ
jafnóðum,japnou:ðʏm
jafnrétthá,japrjɛhthau
jafnrétti,japrjɛhtɪ
jafnréttis,japrjɛhtɪs
jafnréttisgrundvelli,japrjɛhtɪskrʏntvɛtlɪ
jafnréttismál,japrjɛhtɪsmau:l
jafnréttismála,japrjɛhtɪsmau:la
jafnréttismálum,japrjɛhtɪsmau:lʏm
jafnréttisráðgjafi,japrjɛhtɪsrauðcavɪ
jafnréttisstofa,japrjɛhtɪstɔ:va
jafnréttisstofu,japrjɛhtɪstɔ:vʏ
jafnri,japrɪ
jafnræði,japraiðɪ
jafnræðis,japraiðɪs
jafnræðisreglu,japraiðɪsrɛklʏ
jafns,japs
jafnsjúkt,japsjuxt
jafnskjótt,japscouht
jafnsléttu,japstljɛhtʏ
jafnstór,japstɔ:ur
jafnt,jaft
jafntefli,japtɛplɪ
jafnteflið,japtɛplɪð
jafnvel,japvɛl
jafnvirði,japvɪrðɪ
jafnvígur,japviɣʏr
jafnvægi,japvaijɪ
jafnvægið,japvaijɪð
jafnvæginu,japvaijɪnʏ
jafnvægis,japvaijɪs
jafnöldrum,japnœltrʏm
jagast,ja:ɣast
Jagúar,ja:kuar
jagúarbíll,ja:kuarpitl̥
jahá,jahau
jahérna,jaçɛrtna
jaka,ja:ka
jakar,ja:kar
jakinn,ja:cɪn
jakka,jahka
jakkafatajakka,jahkafa:tajahka
jakkaföt,jahkafœ:t
jakkafötum,jahkafœ:tʏm
jakkafötunum,jahkafœ:tɔnʏn
jakkann,jahkan
jakkanum,jahkanʏm
jakkavasa,jahkava:sa
jakkavasann,jahkava:san
jakki,jahcɪ
Jakob,ja:kɔp
Jakobi,ja:kɔpɪ
Jakobína,ja:kɔpina
Jakobínu,ja:kɔpinʏ
Jakobs,ja:kɔps
Jakobsdóttir,ja:kɔpstouhtɪr
Jakobsdóttur,ja:kɔpstouhtʏr
jakobsmessa,ja:kɔpsmɛsa
Jakobsson,ja:kɔpsɔ:n
Jakobssonar,ja:kɔpsɔ:nar
Jamaíka,tjamai:ka
jaml,jaml
jamm,jam
Jan,ja:n
Jana,ja:na
Janus,ja:nʏs
Janusar,ja:nʏsar
janúar,ja:nuar
janúarmánuði,ja:nuarmau:nʏðɪ
Japan,ja:pan
Japana,ja:pana
Japanar,ja:panar
Japani,ja:panɪ
Japaninn,ja:panɪn
Japanir,ja:panɪr
Japans,ja:pans
japanska,ja:panska
japanskar,ja:panskar
japanskir,ja:panscɪr
japanskra,ja:panskra
japanskri,ja:panskrɪ
japanskur,ja:panskʏr
Japansmarkað,ja:pansmar̥kað
japl,jahpl
japla,jahpla
japönsk,ja:pœnsk
japönsku,ja:pœnskʏ
japönskum,ja:pœnskʏm
japönum,ja:pœnʏm
jarða,jarða
jarðaber,jarðarpɛ:r
jarðað,jarðað
jarðaður,jarðaðʏr
jarðar,jarðar
jarðarber,jarðapɛ:r
jarðarberin,jarðarpɛ:rɪn
jarðarberja,jarðarpɛrja
jarðarberjabragð,jarðarpɛrjapraɣð
jarðarberjakaffi,jarðarpɛrjakafɪ
jarðarberjasykurleðja,jarðarpɛrjasɪ:kʏrlɛðja
jarðarberjum,jarðapɛrjʏm
jarðarbúa,jarðarpu:a
jarðarfarir,jarðarfa:rɪr
jarðarför,jarðarfœ:r
jarðarförin,jarðarfœ:rɪn
jarðarförinni,jarðarfœ:rɪnɪ
jarðarinnar,jarðarɪnar
jarðboranir,jarðpɔranɪr
jarðbundin,jarðpʏntɪn
jarðbundinn,jarðpʏntɪn
jarðeðlisfræðingur,jarðɛðlɪsfrai:ðinkʏr
jarðefnabirgðir,jarðɛpnapɪrðɪr
jarðefnaeldsneyti,jarðɛpnaɛltstnɛjtɪ
jarðeplasalan,jarðɛhplasa:lan
jarðfræði,jarðfraiðɪ
jarðfræðingur,jarðfraiðiŋkʏr
jarðganga,jarðkauŋka
jarðgangagerð,jarðkauŋkacɛrð
jarðgöng,jarðkœiŋk
jarðgöngin,jarðkœiɲcɪn
jarðgöngum,jarðkœiŋkʏm
jarðhita,jarðhɪta
jarðhitakerfið,jarðhɪtacʰɛrvɪð
jarðhitaskólans,jarðhɪtaskɔ:ulans
jarðhæð,jarðhaið
jarðhæðina,jarðhaiðɪna
jarðhæðinni,jarðhaiðɪnɪ
jarðir,jarðɪr
jarðirnar,jarðɪtnar
jarðlíf,jarðliv
jarðlífi,jarðlivɪ
jarðlífið,jarðlivɪð
jarðneska,jarðnɛska
jarðneskar,jarðnɛskar
jarðneskt,jarðnɛst
jarðneskum,jarðnɛskʏm
jarðríki,jarðricɪ
jarðsetja,jarðsɛtja
jarðsett,jarðsɛht
jarðsettur,jarðsɛhtʏr
jarðskjálfta,jarðscaul̥ta
jarðskjálftamælar,jarðscaul̥tama:jlar
jarðskjálftana,jarðscaul̥tana
jarðskjálftann,jarðscaul̥tan
jarðskjálftanna,jarðscaul̥tana
jarðskjálftanum,jarðscaul̥tanʏm
jarðskjálftar,jarðscaul̥tar
jarðskjálfti,jarðscaul̥tɪ
jarðskjálftinn,jarðscaul̥tɪn
jarðskjálftum,jarðscaul̥tʏm
jarðtauga,jarðtœjɣa
jarðvarma,jarðvarma
jarðveg,jarðvɛɣ
jarðvegi,jarðveijɪ
jarðveginn,jarðveijɪn
jarðveginum,jarðveijɪnʏm
jarðvegsfléttur,jarðvɛksfljɛhtʏr
jarðvegsins,jarðvɛksɪns
jarðvegskort,jarðvɛkskɔr̥t
jarðvegsskipti,jarðvɛkscɪftɪ
jarðvegur,jarðvɛɣʏr
jarðvegurinn,jarðvɛɣʏrɪn
jarðvist,jarðvɪst
jarðyrkjuverkfæri,jarðɪr̥cʏvɛr̥kfajrɪ
jarðýtan,jarðitan
Jaris,ja:rɪs
jarl,jartl̥
jarm,jarm
jarma,jarma
jarmaði,jarmaðɪ
jarmandi,jarmantɪ
jarmið,jarmɪð
jartegnir,jar̥tɛknɪr
Jason,ja:sɔn
jaspis,jaspɪs
jatan,ja:tan
jatsí,jatsi
javaskrift,ja:vaskrɪft
jaxlinn,jakstlɪn
já,jau:
jájá,jau:jau
jákvæð,jau:kʰvaið
jákvæða,jau:kʰvaiða
jákvæðan,jau:kʰvaiðan
jákvæðar,jau:kʰvaiðar
jákvæðari,jau:kʰvaiðarɪ
jákvæði,jau:kʰvaiðɪ
jákvæðir,jau:kʰvaiðɪr
jákvæðni,jau:kʰvaiðnɪ
jákvæðri,jau:kʰvaiðrɪ
jákvæðu,jau:kʰvaiðʏ
jákvæðum,jau:kʰvaiðʏm
jákvæður,jau:kʰvaiðʏr
jákvætt,jau:kʰvaiht
járn,jaurtn̥
járnbraut,jaurtn̥prœit
járnbrautarlest,jaurtn̥prœitarlɛst
járnbrautarstöð,jaurtn̥prœitarstœ:ð
járnbrautarstöðina,jaurtn̥prœitarstœ:ðɪna
járnbrautarteinana,jaurtn̥prœitartei:nana
járnbrautarteinunum,jaurtn̥prœitartei:nɔnʏm
Járngerður,jaurtn̥cɛrðʏr
járnhaus,jaurtn̥hœis
járni,jaurtnɪ
